KEYWORD,LINK,NAME,ADDRESS,PHONE NUMBER,WEBSITE,RATING,NO OF RATINGS,LINK TO PHOTO
New York NY,https://www.google.com/maps/place/Psychic+Palm+%26+Tarot+Readings+by+Abby/data=!4m7!3m6!1s0x89c25918116cedc7:0x9b50ae6ab7fd78f6!8m2!3d40.7463965!4d-73.993593!16s%2Fg%2F11tg6zhwqg!19sChIJx-1sERhZwokR9nj9t2quUJs?authuser=0&hl=en&rclk=1,Psychic Palm & Tarot Readings by Abby,"166 W 27th St suite 2e, New York, NY 10001",(929) 458-1410, ,4.9,137,https://lh5.googleusercontent.com/p/AF1QipNL9e7g_eFireYrvbD5m8J7Hu_PerQWsX1BREwT=w408-h315-k-no
New York NY,https://www.google.com/maps/place/Psychic+Reader+and+Spiritual+Healer+Master+Shankar+ji/data=!4m7!3m6!1s0x89c25b4130a6fc3d:0x5df98b893a9e30ef!8m2!3d40.6496196!4d-73.9492308!16s%2Fg%2F11rtw7xrpd!19sChIJPfymMEFbwokR7zCeOomL-V0?authuser=0&hl=en&rclk=1,Psychic Reader and Spiritual Healer Master Shankar ji,"1501 Nostrand Ave FL 1, Brooklyn, NY 11226",(929) 564-4006,holypsychic.com,5,417,https://lh5.googleusercontent.com/p/AF1QipP-qkKYz-0OgEbrHV8NgxxFu5WLwXllQbddbGBD=w408-h544-k-no
New York NY,https://www.google.com/maps/place/Psychic+Readings+By+Arielle+New+York/data=!4m7!3m6!1s0x89c25a2756be420d:0xde5b1289849d0cb1!8m2!3d40.7813047!4d-73.9771184!16s%2Fg%2F12hlb5b1j!19sChIJDUK-VidawokRsQydhIkSW94?authuser=0&hl=en&rclk=1,Psychic Readings By Arielle New York, ,(646) 261-0007,ariellereadings.com,5,77,https://lh5.googleusercontent.com/p/AF1QipOOnFWrmgrKZPWX9bjh-iynURrE-2Cr6gX2I56V=w408-h408-k-no
New York NY,https://www.google.com/maps/place/Psychic+Readings+by+RoseNicole/data=!4m7!3m6!1s0x89c259ace2e10a19:0x4c79fdd1b2db83ff!8m2!3d40.762342!4d-73.9884069!16s%2Fg%2F11g_zfvk6m!19sChIJGQrh4qxZwokR_4PbstH9eUw?authuser=0&hl=en&rclk=1,Psychic Readings by RoseNicole,"334 W 49th St Apt 1FE, New York, NY 10019",(929) 355-9599, ,4.7,39,https://lh5.googleusercontent.com/p/AF1QipM6pZTVuRWZrzywmGkXht8Ob-2I2l5i8mHRe0BA=w426-h240-k-no
New York NY,https://www.google.com/maps/place/Psychic+Advice+%26+Tarot+Readings+By+Amy/data=!4m7!3m6!1s0x89c259ac929bb9a9:0x14e464277b255d04!8m2!3d40.7780893!4d-73.9829712!16s%2Fg%2F11g9m5bmlw!19sChIJqbmbkqxZwokRBF0leydk5BQ?authuser=0&hl=en&rclk=1,Psychic Advice & Tarot Readings By Amy,"212 W 71st St, New York, NY 10023",(646) 923-0707,psychicadvicebyamy.com,4.7,296,https://lh5.googleusercontent.com/p/AF1QipNv8C-4OGTVTQ8mD-EI0rpfqaUl8TSzoF5bRi18=w426-h240-k-no
New York NY,https://www.google.com/maps/place/Psychic+Reader+Kara+NYC+best+Psychic/data=!4m7!3m6!1s0x89c25983e7be02af:0x9185fd7a45592731!8m2!3d40.073132!4d-74.6318776!16s%2Fg%2F11g0lhglk4!19sChIJrwK-54NZwokRMSdZRXr9hZE?authuser=0&hl=en&rclk=1,Psychic Reader Kara NYC best Psychic, ,(929) 260-0357,psychicbestsessions.com,5,48,https://lh5.googleusercontent.com/p/AF1QipNaNjCA2fzgxOkaEs3jjy4PawfXdCJmp_KTbhL8=w425-h240-k-no
New York NY,https://www.google.com/maps/place/WestVillage+psychic/data=!4m7!3m6!1s0x89c2595bb9d2b15f:0xa4bf25cd4ba4876!8m2!3d40.7393468!4d-74.0021707!16s%2Fg%2F11h5mnz0dc!19sChIJX7HSuVtZwokRdki61FzySwo?authuser=0&hl=en&rclk=1,WestVillage psychic,"250 W 14th St, New York, NY 10011",(917) 405-6491, ,4.7,75,https://lh5.googleusercontent.com/p/AF1QipPScgoY9CXcn9ognSm7_8Bki8prMID3cHTzMEtY=w408-h435-k-no
New York NY,https://www.google.com/maps/place/Psychic+Of+Manhattan/data=!4m7!3m6!1s0x89c303336ca27d99:0xd2def3875681ac1b!8m2!3d40.7636012!4d-73.9868151!16s%2Fg%2F1thd7m8d!19sChIJmX2ibDMDw4kRG6yBVofz3tI?authuser=0&hl=en&rclk=1,Psychic Of Manhattan,"329 W 51st St, New York, NY 10019",(212) 203-5318,psychicofmanhattan.com,4.9,17,https://lh5.googleusercontent.com/p/AF1QipO6IukW9Pb-50-it4pgoTL8pNQbD4R-bO5hNC8=w408-h727-k-no
New York NY,https://www.google.com/maps/place/Psychic+Marie+Nyc/data=!4m7!3m6!1s0x89c2593d1e7e3f1f:0x5b7d2b471346561c!8m2!3d40.726381!4d-73.9885815!16s%2Fg%2F11kpd7_nq2!19sChIJHz9-Hj1ZwokRHFZGE0crfVs?authuser=0&hl=en&rclk=1,Psychic Marie Nyc,"302-304 E 5th St, New York, NY 10003",(347) 371-2494, ,4.8,17,https://lh5.googleusercontent.com/p/AF1QipO0leWLTDmeWuroZaUoRcmBgH81G8jUbV_zqcqn=w408-h434-k-no
New York NY,https://www.google.com/maps/place/Visions+By+Amanda/data=!4m7!3m6!1s0x89c2f7f1eeb76c41:0x6d9eec0c5b14ab6a!8m2!3d40.7325187!4d-74.0016657!16s%2Fg%2F11h3g9nwrj!19sChIJQWy37vH3wokRaqsUWwzsnm0?authuser=0&hl=en&rclk=1,Visions By Amanda,"181 West 4th Street, New York, NY 10014",(646) 812-0688,lifevisionsbyamanda.com,4.6,36,https://lh5.googleusercontent.com/p/AF1QipOFHzePwznwFymCJNr44gP8uul71rOaWzQ5KVnf=w408-h272-k-no
New York NY,https://www.google.com/maps/place/New+York+City+Psychic/data=!4m7!3m6!1s0x89c259a5d4b190b3:0xcdc4187559b074b1!8m2!3d40.7367262!4d-73.9870258!16s%2Fg%2F1th7ntnf!19sChIJs5Cx1KVZwokRsXSwWXUYxM0?authuser=0&hl=en&rclk=1,New York City Psychic,"67 Irving Pl # 3, New York, NY 10012",(917) 409-8613,newyorkcitypsychic.com,4.3,27,https://lh5.googleusercontent.com/p/AF1QipOa5ZMHU3M0dodH2dl8AIEZSkiydoF27vrdnJ6S=w408-h272-k-no
New York NY,https://www.google.com/maps/place/NYC+Psychic/data=!4m7!3m6!1s0x89c2594672ffa6ab:0x45258197fa3fbe06!8m2!3d40.760997!4d-73.968618!16s%2Fg%2F11w_cbp_w5!19sChIJq6b_ckZZwokRBr4_-peBJUU?authuser=0&hl=en&rclk=1,NYC Psychic,"141 E 57th St #2, New York, NY 10022",(917) 826-9858,nycpsychicnyc.com, , , 
New York NY,https://www.google.com/maps/place/Village+psychic/data=!4m7!3m6!1s0x89c25995c580bac9:0x969bb7f2509ef352!8m2!3d40.7361058!4d-74.001596!16s%2Fg%2F11f1x835vm!19sChIJybqAxZVZwokRUvOeUPK3m5Y?authuser=0&hl=en&rclk=1,Village psychic,"182 7th Ave S, New York, NY 10014",(917) 365-2449, ,4.5,8,https://lh5.googleusercontent.com/p/AF1QipPsr2cYctgorEfxIoRKx96wGYKJft_pADKZfTwU=w408-h306-k-no
New York NY,https://www.google.com/maps/place/Psychic+Visions+East+Village+Nyc/data=!4m7!3m6!1s0x89c2595a80dd90a5:0x3e62ebb76fd9b3a6!8m2!3d40.7240695!4d-73.9790793!16s%2Fg%2F11w95z0s97!19sChIJpZDdgFpZwokRprPZb7frYj4?authuser=0&hl=en&rclk=1,Psychic Visions East Village Nyc,"226 E 7th St, New York, NY 10009",(917) 807-0147,psychicvisionsbysallyann.com,5,11,https://lh5.googleusercontent.com/p/AF1QipMYsb0exvDFQwUVV_4Ypm14591Pdxh9m6b1D8Jf=w408-h544-k-no
New York NY,https://www.google.com/maps/place/Psychic/data=!4m7!3m6!1s0x89c2596fe8a4b2d7:0x8552d38ae5b6a4b2!8m2!3d40.7426567!4d-73.9827572!16s%2Fg%2F11fjsvv8yb!19sChIJ17Kk6G9ZwokRsqS25YrTUoU?authuser=0&hl=en&rclk=1,Psychic,"118 Lexington Ave, New York, NY 10016",(917) 721-6851,godaddysites.com,5,4,https://lh5.googleusercontent.com/p/AF1QipNt3I9pVgd_MZwDkGqWUadZbThzR48sSSp1p2_N=w425-h240-k-no
New York NY,https://www.google.com/maps/place/Psychic+Zen+Center/data=!4m7!3m6!1s0x89c2596df87fe669:0xe95d390396fa3233!8m2!3d40.7535269!4d-73.9857827!16s%2Fg%2F11fkqzg803!19sChIJaeZ_-G1ZwokRMzL6lgM5Xek?authuser=0&hl=en&rclk=1,Psychic Zen Center,"104 W 40th St Ste. 400, New York, NY 10018",(646) 717-1488,psychicreadingsny.com,4.7,84,https://lh5.googleusercontent.com/p/AF1QipN7loAHFPAeELuMZ2uA_IOjAR8jdmIF8hv7H7L0=w426-h240-k-no
New York NY,https://www.google.com/maps/place/The+Oracle+Psychic+Readings/data=!4m7!3m6!1s0x89c258fade187c33:0xcf965840cb197c9c!8m2!3d40.7612769!4d-73.9727823!16s%2Fg%2F11dfppympf!19sChIJM3wY3vpYwokRnHwZy0BYls8?authuser=0&hl=en&rclk=1,The Oracle Psychic Readings,"F5, 555 Madison Ave, New York, NY 10022",(917) 913-7339,oraclepsychic.com,4.9,7,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wwfA3QaBmVs_xtbkRhatcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=110.56259&pitch=0&thumbfov=100
New York NY,https://www.google.com/maps/place/Psychic+New+York/data=!4m7!3m6!1s0x89c25b308d5163a1:0x4e6dbcc3989d22c!8m2!3d40.7157613!4d-73.9973296!16s%2Fg%2F11nxs0v7y8!19sChIJoWNRjTBbwokRLNKJOczb5gQ?authuser=0&hl=en&rclk=1,Psychic New York,"12 Elizabeth St, New York, NY 10013",(561) 858-8693,callpsychicnow.com,5,4,https://lh5.googleusercontent.com/p/AF1QipMyFcstlmPsIPw92NesX5HlszizfARb-4z8Khll=w408-h271-k-no
New York NY,https://www.google.com/maps/place/New+York+Psychic+readings+by+Lexi/data=!4m7!3m6!1s0x89c259007b69b463:0xdd710acc450be1a4!8m2!3d40.7704859!4d-73.9617852!16s%2Fg%2F11lmfzc01l!19sChIJY7RpewBZwokRpOELRcwKcd0?authuser=0&hl=en&rclk=1,New York Psychic readings by Lexi,"145 E 72nd St, New York, NY 10021",(646) 960-1231, ,5,2,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ylUqYIsIxiSrwUZCF_JouA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=38.314648&pitch=0&thumbfov=100
New York NY,https://www.google.com/maps/place/Thomas+John/data=!4m7!3m6!1s0x89c259a0bf2c9f7b:0x2710746277cb6a1d!8m2!3d40.7397313!4d-73.9843344!16s%2Fg%2F11c58qbr0x!19sChIJe58sv6BZwokRHWrLd2J0ECc?authuser=0&hl=en&rclk=1,Thomas John,"139 E 23rd St, New York, NY 10010",(347) 637-8592,mediumthomas.com,4.1,57,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bVVhQBW2fGoifx_mJe5wMg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=147.4629&pitch=0&thumbfov=100
New York NY,https://www.google.com/maps/place/Sierra+psychic/data=!4m7!3m6!1s0x89c259afaa211e8d:0x7ae6434172807a49!8m2!3d40.7487176!4d-73.9920617!16s%2Fg%2F1tfbzcwb!19sChIJjR4hqq9ZwokRSXqAckFD5no?authuser=0&hl=en&rclk=1,Sierra psychic,"369 7th Ave, New York, NY 10001",(212) 594-2760,sierrapsychic.com,4.8,17,https://lh5.googleusercontent.com/p/AF1QipMCxxgm3sbDKARNSQM8iqBl8TUzScoZu3Ym83bk=w408-h306-k-no
New York NY,https://www.google.com/maps/place/PSYCHICSHOP/data=!4m7!3m6!1s0x89c259b9be265f45:0x26f87986180f7eeb!8m2!3d40.758128!4d-73.980715!16s%2Fg%2F11vl6m3f6q!19sChIJRV8mvrlZwokR634PGIZ5-CY?authuser=0&hl=en&rclk=1,PSYCHICSHOP,"62 W 48th St #2fl, New York, NY 10036",(917) 594-1748, ,5,1,https://lh5.googleusercontent.com/p/AF1QipP28oquMOyDxanYMOgPrexPBmKyRzYk3DuOtLJj=w408-h544-k-no
New York NY,https://www.google.com/maps/place/Psychic+Readings+by+Twiggy/data=!4m7!3m6!1s0x89c259dbdb78d7f7:0xaed0dcf467ed91f6!8m2!3d40.7711244!4d-73.9563548!16s%2Fg%2F11v_5nwvcv!19sChIJ99d429tZwokR9pHtZ_Tc0K4?authuser=0&hl=en&rclk=1,Psychic Readings by Twiggy,"1452 2nd Ave #4, New York, NY 10021",(917) 209-2562, ,5,5,https://lh5.googleusercontent.com/p/AF1QipOOF2ug71WTjD8Fyo2g7dl6bjr0RBHnOQfhOO49=w408-h544-k-no
New York NY,https://www.google.com/maps/place/The+New+York+Medium/data=!4m7!3m6!1s0x89c25852e6ae431f:0xedd7b117015a147f!8m2!3d40.771079!4d-73.9827734!16s%2Fg%2F11c1s23p86!19sChIJH0Ou5lJYwokRfxRaARex1-0?authuser=0&hl=en&rclk=1,The New York Medium,"61 W 62nd St Suite 16D, New York, NY 10023",(347) 486-4996,thenewyorkmedium.com,4.7,30,https://lh5.googleusercontent.com/p/AF1QipPqpmEflgeJ39xdTAC4QDx6m5BAaX6BhD90DJK9=w442-h240-k-no
New York NY,https://www.google.com/maps/place/Best+indian+Astrologer+%26+Psychic+in+New+York/data=!4m7!3m6!1s0x89c259eada9b76db:0x713d1a995d50f4a!8m2!3d40.7580448!4d-73.9696712!16s%2Fg%2F11w1gd7x5z!19sChIJ23ab2upZwokRSg_VlanREwc?authuser=0&hl=en&rclk=1,Best indian Astrologer & Psychic in New York,"880 3rd Ave, New York, NY 10022",(929) 365-2285,indianastrologerinnewyork.com,5,119,https://lh5.googleusercontent.com/p/AF1QipMhfn6GN13_DGNqtn4fg7Lnm3d7bda4ZDfptU6j=w432-h240-k-no
New York NY,https://www.google.com/maps/place/Clear+Psychics/data=!4m7!3m6!1s0x89c258fcb529c777:0xae7de76616a90466!8m2!3d40.7572872!4d-73.9712796!16s%2Fg%2F11cmdlbvbd!19sChIJd8cptfxYwokRZgSpFmbnfa4?authuser=0&hl=en&rclk=1,Clear Psychics,"575 Lexington Ave, New York, NY 10022",(866) 960-6498,clearpsychics.com,5,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=g483XPrODZB1kmdNn3DiCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=108.95856&pitch=0&thumbfov=100
New York NY,https://www.google.com/maps/place/Chinese+psychic/data=!4m7!3m6!1s0x89c2595c3aac6dd9:0xca9ff5b7515be327!8m2!3d40.7192998!4d-73.9953989!16s%2Fg%2F11wy55j76m!19sChIJ2W2sOlxZwokRJ-NbUbf1n8o?authuser=0&hl=en&rclk=1,Chinese psychic,"120 Elizabeth St, New York, NY 10013",(646) 727-5758, ,5,2,https://lh5.googleusercontent.com/p/AF1QipPgOMO8teN2OqxZ4udkpInzS4WX_fPXS88rBedJ=w408-h882-k-no
New York NY,https://www.google.com/maps/place/Psychic+Shop+Nyc/data=!4m7!3m6!1s0x89c2594728b3274b:0xa75b1263637003d7!8m2!3d40.7601411!4d-73.9656301!16s%2Fg%2F11r4d8gzt7!19sChIJSyezKEdZwokR1wNwY2MSW6c?authuser=0&hl=en&rclk=1,Psychic Shop Nyc,"238 E 58th St, New York, NY 10022",(929) 920-8342,psychicnatalienyc.com,4.7,13,https://lh5.googleusercontent.com/p/AF1QipPyug5MnzzgaIu6qGstyIK3znf0Ub_Wydhi0FhV=w408-h544-k-no
New York NY,https://www.google.com/maps/place/Williamsburg+psychic+Visions+And+Life+Coach/data=!4m7!3m6!1s0x89c25b91de4054cb:0x2a7e835bae0b360a!8m2!3d40.7107645!4d-73.9514803!16s%2Fg%2F11gjt8nyfv!19sChIJy1RA3pFbwokRCjYLrluDfio?authuser=0&hl=en&rclk=1,Williamsburg psychic Visions And Life Coach,"494 Grand St, Brooklyn, NY 11211",(917) 239-8405,my.canva.site,4.6,128,https://lh5.googleusercontent.com/p/AF1QipNbW5FGihXkDq8Up4mZsfX1cs9IqtOrQTi16lKF=w408-h408-k-no
New York NY,https://www.google.com/maps/place/Psychic+lisa/data=!4m7!3m6!1s0x89c259b48b23022d:0xf58a01b5863e8904!8m2!3d40.7198!4d-73.9887064!16s%2Fg%2F11f60yrg79!19sChIJLQIji7RZwokRBIk-hrUBivU?authuser=0&hl=en&rclk=1,Psychic lisa,"123 Ludlow St, New York, NY 10002",(929) 346-1118,psychicofnyc.com,5,5,https://lh5.googleusercontent.com/p/AF1QipN0dJRQlUr8T9aJO48KEd-wRAYclK_KxeMKepi0=w408-h383-k-no
New York NY,https://www.google.com/maps/place/Awarded+22+Best+Psychics+in+NYC/data=!4m7!3m6!1s0x89c259a42ca1d22d:0x321fcab9447f9b87!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F1q62n4zpg!19sChIJLdKhLKRZwokRh5t_RLnKHzI?authuser=0&hl=en&rclk=1,Awarded 22 Best Psychics in NYC, ,(585) 414-9561, ,4.8,32,https://lh5.googleusercontent.com/p/AF1QipPbqNvBXKbDGJ9hKh2tP6WOicdVrL_aHIHCY83f=w408-h306-k-no
New York NY,https://www.google.com/maps/place/pamela+theresa+medium/data=!4m7!3m6!1s0x89c2598bd4100001:0x58eb54ad8af6aede!8m2!3d40.7208877!4d-74.0010294!16s%2Fg%2F11d_78xz_3!19sChIJAQAQ1ItZwokR3q72iq1U61g?authuser=0&hl=en&rclk=1,pamela theresa medium,"459 Broadway, New York, NY 10013",(904) 238-4359, ,5,1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=e70BMrRrGcUshMia0LfOzw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=230.9302&pitch=0&thumbfov=100
New York NY,https://www.google.com/maps/place/Psychic+Reader+Sharon/data=!4m7!3m6!1s0x89c25902b95d050d:0xf274f7d6ed956e50!8m2!3d40.7511195!4d-73.9716423!16s%2Fg%2F12j8hvz93!19sChIJDQVduQJZwokRUG6V7db3dPI?authuser=0&hl=en&rclk=1,Psychic Reader Sharon,"821 2nd Ave, New York, NY 10017",(917) 436-9131, ,4.4,11,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=btIirMSMW6Y9moEc6q8Qtg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.52272&pitch=0&thumbfov=100
New York NY,https://www.google.com/maps/place/Psychic+Medium+Deborah+Graham/data=!4m7!3m6!1s0x89c259b8a9a1e745:0xba51de1d62ccf2d6!8m2!3d40.7708811!4d-73.9914791!16s%2Fg%2F11gbv_b4jj!19sChIJReehqbhZwokR1vLMYh3eUbo?authuser=0&hl=en&rclk=1,Psychic Medium Deborah Graham,"600 W 58th St Apt #9B, New York, NY 10019",(347) 319-4589, ,4.8,4,https://lh5.googleusercontent.com/p/AF1QipPQGNHhI5vSwPV3-Whg3DWIONEmWEHqtkXsiGih=w408-h320-k-no
New York NY,https://www.google.com/maps/place/Psychic+Of+Allen+St/data=!4m7!3m6!1s0x89c259f9ea402abf:0x6af71e9d33bda261!8m2!3d40.7189409!4d-73.9908769!16s%2Fg%2F11jsmpw1nw!19sChIJvypA6vlZwokRYaK9M50e92o?authuser=0&hl=en&rclk=1,Psychic Of Allen St,"101 Allen St, New York, NY 10002",(609) 231-9160, ,5,1,https://lh5.googleusercontent.com/p/AF1QipPCLMxMDOIKogBxSAItQU2Tgi2MTLxe2MsK4H8V=w408-h306-k-no
New York NY,https://www.google.com/maps/place/Psychic/data=!4m7!3m6!1s0x89c2599eff6fd529:0x354db625b5e8ca7d!8m2!3d40.7241814!4d-73.9842655!16s%2Fg%2F11nn486ty7!19sChIJKdVv_55ZwokRfcrotSW2TTU?authuser=0&hl=en&rclk=1,Psychic,"193 E 4th St, New York, NY 10009",(917) 721-2717,eastvillagepsychic.com,3,6,https://lh5.googleusercontent.com/p/AF1QipPH_B5GjX2QvMBIDgV6QFKXqFLDHPm5JR4HYudF=w408-h472-k-no
New York NY,https://www.google.com/maps/place/Psychic+Readings+%26+Love+Advice+Nyc/data=!4m7!3m6!1s0x89c259982562121b:0xdc0344f503f2ddc8!8m2!3d40.7512499!4d-73.9731679!16s%2Fg%2F11ltbbv77s!19sChIJGxJiJZhZwokRyN3yA_VEA9w?authuser=0&hl=en&rclk=1,Psychic Readings & Love Advice Nyc,"211 E 43rd St suite# 733, New York, NY 10017",(718) 772-4841,psychicreadingsnyc.weebly.com,5,9,https://lh3.googleusercontent.com/p/AF1QipMVIz9Pa5PxCdFNSgDZe9XGQgPczxhe9GcWmtS1=w408-h725-k-no
